67, 144, 227, 314, 395, 473, 554, 641, 722, 799, 879, 966, 1046, 1124, 1202, 1289, 1369, 1447, 1526, 1611, 1691, 1769, 1847, 1933, 2012, 2088, 2167, 2252, 2331, 2409, 2488, 2571, 2649, 2729, 2807, 2891, 2971, 3049, 3127, 3212, 3290, 3371, 3449, 3534, 3614, 3692, 3772, 3858, 3938, 4017, 4097, 4185, 4265, 4343, 4425, 4511, 4592, 4670, 4753, 4840, 4921, 5001, 5083, 5171, 5252, 5332, 5413, 5503, 5585, 5664, 5746, 5837, 5918, 5997, 6080, 6170, 6252, 6331, 6415, 6504, 6586, 6667, 6749, 6841, 6923, 7003, 7085, 7177, 7259, 7340, 7423, 7513, 7597, 7677, 7759, 7851, 7935, 8015, 8098, 8188, 8272, 8352, 8434, 8523, 8607, 8688, 8769, 8858, 8942, 9022, 9103, 9192, 9274, 9354, 9435, 9522, 9605, 9685, 9765, 9853, 9934, 10013, 10092, 10179, 10260, 10339, 10419, 10507, 10586, 10665, 10745, 10831, 10911, 10990, 11070, 11155, 11236, 11315, 11393, 11479, 11559, 11639, 11719, 11803, 11883, 11963, 12042, 12126, 12207, 12286, 12368, 12453, 12532, 12609, 12691, 12777, 12857, 12935, 13016, 13102, 13181, 13259, 13342, 13426, 13505, 13586, 13667, 13752, 13832, 13912, 13993, 14079, 14158, 14237, 14318, 14406, 14487, 14565, 14645, 14732, 14813, 14891, 14972, 15059, 15140, 15218, 15299, 15388, 15468, 15547, 15628, 15716, 15797, 15875, 15958, 16045, 16125, 16206, 16286, 16373

